estimate,time_end,geography,season,sem,N_vax,N_tot
0.011000000000000001,2009-08-31,Iowa,2009/2010,0.0020408538276986167,29.0,2612.0
0.008,2009-08-31,Nebraska,2009/2010,0.002040853827698616,15.0,1905.0
0.006,2009-08-31,Ohio,2009/2010,0.001020426913849308,34.0,5728.0
0.011000000000000001,2009-08-31,Kentucky,2009/2010,0.0020408538276986167,29.0,2612.0
0.006999999999999999,2009-08-31,Alabama,2009/2010,0.0010204269138493088,47.0,6675.0
0.009000000000000001,2009-08-31,Indiana,2009/2010,0.00255106728462327,12.0,1370.0
0.011000000000000001,2009-08-31,Texas,2009/2010,0.0020408538276986167,29.0,2612.0
0.006999999999999999,2009-08-31,Alaska,2009/2010,0.0015306403707739623,21.0,2967.0
0.005,2009-08-31,Minnesota,2009/2010,0.001020426913849308,24.0,4778.0
0.004,2009-08-31,Montana,2009/2010,0.001020426913849308,15.0,3826.0
0.004,2009-08-31,Maine,2009/2010,0.001020426913849308,15.0,3826.0
0.009000000000000001,2009-08-31,Virginia,2009/2010,0.00255106728462327,12.0,1370.0
0.01,2009-08-31,Colorado,2009/2010,0.002040853827698616,24.0,2377.0
0.023,2009-08-31,Hawaii,2009/2010,0.0025510672846232683,79.0,3453.0
0.009000000000000001,2009-08-31,Maryland,2009/2010,0.00255106728462327,12.0,1370.0
0.008,2009-08-31,Wyoming,2009/2010,0.002040853827698616,15.0,1905.0
0.006999999999999999,2009-08-31,Florida,2009/2010,0.0010204269138493088,47.0,6675.0
0.006999999999999999,2009-08-31,California,2009/2010,0.0010204269138493088,47.0,6675.0
0.004,2009-08-31,South Carolina,2009/2010,0.001020426913849308,15.0,3826.0
0.006,2009-08-31,Oklahoma,2009/2010,0.0015306403707739623,15.0,2546.0
0.006,2009-08-31,Kansas,2009/2010,0.001020426913849308,34.0,5728.0
0.008,2009-08-31,Rhode Island,2009/2010,0.002040853827698616,15.0,1905.0
0.008,2009-08-31,Michigan,2009/2010,0.0015306403707739623,27.0,3387.0
0.008,2009-08-31,Massachusetts,2009/2010,0.002040853827698616,15.0,1905.0
0.005,2009-08-31,Washington,2009/2010,0.001020426913849308,24.0,4778.0
0.006999999999999999,2009-08-31,Utah,2009/2010,0.0015306403707739623,21.0,2967.0
0.006,2009-08-31,Illinois,2009/2010,0.0015306403707739623,15.0,2546.0
0.006999999999999999,2009-08-31,Arizona,2009/2010,0.0015306403707739623,21.0,2967.0
0.004,2009-08-31,New Jersey,2009/2010,0.001020426913849308,15.0,3826.0
0.006,2009-08-31,Mississippi,2009/2010,0.0015306403707739623,15.0,2546.0
0.004,2009-08-31,Pennsylvania,2009/2010,0.001020426913849308,15.0,3826.0
0.011000000000000001,2009-08-31,Georgia,2009/2010,0.0020408538276986167,29.0,2612.0
0.011000000000000001,2009-08-31,Louisiana,2009/2010,0.00255106728462327,18.0,1672.0
0.011000000000000001,2009-08-31,Nevada,2009/2010,0.003061280741547924,13.0,1161.0
0.006,2009-08-31,District of Columbia,2009/2010,0.0015306403707739623,15.0,2546.0
0.006,2009-08-31,Wisconsin,2009/2010,0.0015306403707739623,15.0,2546.0
0.004,2009-08-31,Oregon,2009/2010,0.001020426913849308,15.0,3826.0
0.004,2009-08-31,New Hampshire,2009/2010,0.001020426913849308,15.0,3826.0
0.008,2009-08-31,North Carolina,2009/2010,0.0015306403707739623,27.0,3387.0
0.044000000000000004,2009-09-30,Vermont,2009/2010,0.0030612807415479264,197.0,4489.0
0.094,2009-09-30,Iowa,2009/2010,0.0051021345692465435,308.0,3272.0
0.087,2009-09-30,Nebraska,2009/2010,0.004081707655397235,415.0,4768.0
0.075,2009-09-30,Ohio,2009/2010,0.004081707655397235,312.0,4164.0
0.095,2009-09-30,Kentucky,2009/2010,0.004591921112321889,387.0,4077.0
0.08199999999999999,2009-09-30,Alabama,2009/2010,0.0056123480261712055,196.0,2390.0
0.081,2009-09-30,Indiana,2009/2010,0.004591921112321882,286.0,3530.0
0.09,2009-09-30,Texas,2009/2010,0.004591921112321889,350.0,3884.0
0.083,2009-09-30,Alaska,2009/2010,0.007142988396945154,124.0,1492.0
0.10300000000000001,2009-09-30,Minnesota,2009/2010,0.005612348026171198,302.0,2933.0
0.057,2009-09-30,Arkansas,2009/2010,0.004591921112321886,145.0,2549.0
0.063,2009-09-30,Montana,2009/2010,0.0035714941984725805,292.0,4628.0
0.06,2009-09-30,Maine,2009/2010,0.0030612807415479264,361.0,6018.0
0.10800000000000001,2009-09-30,Virginia,2009/2010,0.013265549880041014,59.0,547.0
0.07200000000000001,2009-09-30,Tennessee,2009/2010,0.00510213456924654,185.0,2567.0
0.085,2009-09-30,Colorado,2009/2010,0.004081707655397235,397.0,4668.0
0.125,2009-09-30,Hawaii,2009/2010,0.005612348026171198,434.0,3472.0
0.075,2009-09-30,Delaware,2009/2010,0.004591921112321889,247.0,3290.0
0.092,2009-09-30,Maryland,2009/2010,0.004591921112321882,364.0,3962.0
0.08199999999999999,2009-09-30,Wyoming,2009/2010,0.0056123480261712055,196.0,2390.0
0.075,2009-09-30,South Dakota,2009/2010,0.004591921112321889,247.0,3290.0
0.069,2009-09-30,Florida,2009/2010,0.0030612807415479264,473.0,6855.0
0.071,2009-09-30,Connecticut,2009/2010,0.0051021345692465435,180.0,2534.0
0.059000000000000004,2009-09-30,California,2009/2010,0.0030612807415479264,350.0,5924.0
0.068,2009-09-30,South Carolina,2009/2010,0.0035714941984725805,338.0,4968.0
0.067,2009-09-30,Oklahoma,2009/2010,0.0035714941984725805,328.0,4901.0
0.094,2009-09-30,Kansas,2009/2010,0.0035714941984725805,628.0,6677.0
0.099,2009-09-30,Rhode Island,2009/2010,0.004591921112321889,419.0,4230.0
0.063,2009-09-30,New York,2009/2010,0.0035714941984725805,292.0,4628.0
0.071,2009-09-30,Michigan,2009/2010,0.0035714941984725805,367.0,5171.0
0.08900000000000001,2009-09-30,Massachusetts,2009/2010,0.0035714941984725875,566.0,6356.0
0.09,2009-09-30,New Mexico,2009/2010,0.0051021345692465435,283.0,3146.0
0.07200000000000001,2009-09-30,Washington,2009/2010,0.0030612807415479264,513.0,7130.0
0.083,2009-09-30,Utah,2009/2010,0.004591921112321882,300.0,3610.0
0.081,2009-09-30,Illinois,2009/2010,0.005612348026171191,191.0,2363.0
0.087,2009-09-30,Arizona,2009/2010,0.006122561483095853,184.0,2119.0
0.066,2009-09-30,New Jersey,2009/2010,0.003571494198472577,319.0,4833.0
0.076,2009-09-30,Missouri,2009/2010,0.005612348026171191,169.0,2229.0
0.08900000000000001,2009-09-30,North Dakota,2009/2010,0.005612348026171198,229.0,2574.0
0.064,2009-09-30,Mississippi,2009/2010,0.004591921112321886,182.0,2841.0
0.073,2009-09-30,Pennsylvania,2009/2010,0.004591921112321882,234.0,3209.0
0.085,2009-09-30,Georgia,2009/2010,0.005612348026171191,210.0,2469.0
0.073,2009-09-30,Louisiana,2009/2010,0.0051021345692465435,190.0,2600.0
0.06,2009-09-30,Nevada,2009/2010,0.004591921112321889,160.0,2675.0
0.085,2009-09-30,District of Columbia,2009/2010,0.0066327749400205,150.0,1768.0
0.067,2009-09-30,Idaho,2009/2010,0.004591921112321889,199.0,2965.0
0.067,2009-09-30,West Virginia,2009/2010,0.004081707655397232,251.0,3752.0
0.068,2009-09-30,Wisconsin,2009/2010,0.0051021345692465435,166.0,2435.0
0.083,2009-09-30,Oregon,2009/2010,0.004591921112321882,300.0,3610.0
0.07,2009-09-30,New Hampshire,2009/2010,0.004591921112321889,216.0,3087.0
0.07200000000000001,2009-09-30,North Carolina,2009/2010,0.0035714941984725805,377.0,5238.0
0.223,2009-10-31,Vermont,2009/2010,0.006632774940020507,878.0,3939.0
0.302,2009-10-31,Iowa,2009/2010,0.009183842224643779,755.0,2499.0
0.311,2009-10-31,Nebraska,2009/2010,0.00816341531079447,1000.0,3215.0
0.247,2009-10-31,Ohio,2009/2010,0.006632774940020507,1044.0,4228.0
0.297,2009-10-31,Kentucky,2009/2010,0.00816341531079447,931.0,3133.0
0.255,2009-10-31,Alabama,2009/2010,0.00816341531079447,727.0,2851.0
0.27,2009-10-31,Indiana,2009/2010,0.007142988396945161,1043.0,3863.0
0.251,2009-10-31,Texas,2009/2010,0.007142988396945161,925.0,3685.0
0.24100000000000002,2009-10-31,Alaska,2009/2010,0.013265549880041014,251.0,1039.0
0.305,2009-10-31,Minnesota,2009/2010,0.009694055681568434,688.0,2256.0
0.24600000000000002,2009-10-31,Arkansas,2009/2010,0.010204269138493087,438.0,1781.0
0.23600000000000002,2009-10-31,Montana,2009/2010,0.007142988396945161,834.0,3534.0
0.219,2009-10-31,Maine,2009/2010,0.005612348026171198,1189.0,5430.0
0.299,2009-10-31,Virginia,2009/2010,0.013265549880041014,356.0,1191.0
0.297,2009-10-31,Tennessee,2009/2010,0.009694055681568434,660.0,2222.0
0.28300000000000003,2009-10-31,Colorado,2009/2010,0.007142988396945161,1125.0,3977.0
0.29,2009-10-31,Hawaii,2009/2010,0.007653201853869815,1019.0,3515.0
0.266,2009-10-31,Delaware,2009/2010,0.009183842224643765,616.0,2315.0
0.27,2009-10-31,Maryland,2009/2010,0.007653201853869815,909.0,3365.0
0.273,2009-10-31,Wyoming,2009/2010,0.008673628767719124,720.0,2638.0
0.29600000000000004,2009-10-31,South Dakota,2009/2010,0.009183842224643779,731.0,2471.0
0.21,2009-10-31,Florida,2009/2010,0.005612348026171212,1106.0,5267.0
0.259,2009-10-31,Connecticut,2009/2010,0.009694055681568434,529.0,2042.0
0.185,2009-10-31,California,2009/2010,0.0045919211123218754,1323.0,7151.0
0.255,2009-10-31,South Carolina,2009/2010,0.00816341531079447,727.0,2851.0
0.258,2009-10-31,Oklahoma,2009/2010,0.007142988396945161,968.0,3752.0
0.28800000000000003,2009-10-31,Kansas,2009/2010,0.005612348026171198,1875.0,6510.0
0.272,2009-10-31,Rhode Island,2009/2010,0.00816341531079447,808.0,2971.0
0.227,2009-10-31,New York,2009/2010,0.007142988396945161,781.0,3439.0
0.23199999999999998,2009-10-31,Michigan,2009/2010,0.006632774940020507,940.0,4050.0
0.266,2009-10-31,Massachusetts,2009/2010,0.006632774940020507,1181.0,4438.0
0.272,2009-10-31,New Mexico,2009/2010,0.008673628767719124,716.0,2632.0
0.245,2009-10-31,Washington,2009/2010,0.004591921112321889,2149.0,8773.0
0.267,2009-10-31,Utah,2009/2010,0.007653201853869815,892.0,3341.0
0.245,2009-10-31,Illinois,2009/2010,0.008673628767719124,602.0,2459.0
0.249,2009-10-31,Arizona,2009/2010,0.010714482595417742,406.0,1629.0
0.22899999999999998,2009-10-31,New Jersey,2009/2010,0.006632774940020507,919.0,4013.0
0.27,2009-10-31,Missouri,2009/2010,0.010204269138493087,511.0,1893.0
0.28800000000000003,2009-10-31,North Dakota,2009/2010,0.009183842224643779,700.0,2431.0
0.239,2009-10-31,Mississippi,2009/2010,0.007653201853869815,742.0,3105.0
0.26,2009-10-31,Pennsylvania,2009/2010,0.006632774940020507,1137.0,4373.0
0.23500000000000001,2009-10-31,Georgia,2009/2010,0.008673628767719124,562.0,2390.0
0.245,2009-10-31,Louisiana,2009/2010,0.00816341531079447,680.0,2776.0
0.21300000000000002,2009-10-31,Nevada,2009/2010,0.009183842224643779,423.0,1987.0
0.258,2009-10-31,District of Columbia,2009/2010,0.012245122966191705,329.0,1277.0
0.214,2009-10-31,Idaho,2009/2010,0.006632774940020507,818.0,3823.0
0.256,2009-10-31,West Virginia,2009/2010,0.00816341531079447,732.0,2858.0
0.226,2009-10-31,Wisconsin,2009/2010,0.009183842224643765,469.0,2074.0
0.26,2009-10-31,Oregon,2009/2010,0.008673628767719124,665.0,2557.0
0.264,2009-10-31,New Hampshire,2009/2010,0.00816341531079447,770.0,2916.0
0.25,2009-10-31,North Carolina,2009/2010,0.007142988396945161,919.0,3675.0
0.34500000000000003,2009-11-30,Vermont,2009/2010,0.00816341531079447,1170.0,3391.0
0.41700000000000004,2009-11-30,Iowa,2009/2010,0.009694055681568461,1079.0,2587.0
0.43,2009-11-30,Nebraska,2009/2010,0.009183842224643751,1250.0,2906.0
0.33799999999999997,2009-11-30,Ohio,2009/2010,0.007653201853869815,1291.0,3820.0
0.383,2009-11-30,Kentucky,2009/2010,0.009694055681568434,963.0,2515.0
0.334,2009-11-30,Alabama,2009/2010,0.009183842224643779,881.0,2637.0
0.35700000000000004,2009-11-30,Indiana,2009/2010,0.00816341531079447,1230.0,3445.0
0.32799999999999996,2009-11-30,Texas,2009/2010,0.00816341531079447,1085.0,3307.0
0.319,2009-11-30,Alaska,2009/2010,0.01530640370773963,296.0,927.0
0.41600000000000004,2009-11-30,Minnesota,2009/2010,0.011224696052342395,802.0,1928.0
0.384,2009-11-30,Arkansas,2009/2010,0.012755336423116359,558.0,1454.0
0.33299999999999996,2009-11-30,Montana,2009/2010,0.009183842224643806,877.0,2633.0
0.342,2009-11-30,Maine,2009/2010,0.00816341531079447,1155.0,3377.0
0.402,2009-11-30,Virginia,2009/2010,0.013775763336965669,509.0,1267.0
0.375,2009-11-30,Tennessee,2009/2010,0.010204269138493087,844.0,2251.0
0.376,2009-11-30,Colorado,2009/2010,0.00816341531079447,1324.0,3521.0
0.394,2009-11-30,Hawaii,2009/2010,0.009183842224643779,1115.0,2831.0
0.363,2009-11-30,Delaware,2009/2010,0.010714482595417742,731.0,2014.0
0.36200000000000004,2009-11-30,Maryland,2009/2010,0.00816341531079447,1255.0,3466.0
0.36200000000000004,2009-11-30,Wyoming,2009/2010,0.010204269138493087,803.0,2218.0
0.433,2009-11-30,South Dakota,2009/2010,0.011224696052342395,844.0,1949.0
0.29300000000000004,2009-11-30,Florida,2009/2010,0.006632774940020507,1380.0,4709.0
0.37,2009-11-30,Connecticut,2009/2010,0.011224696052342395,685.0,1850.0
0.264,2009-11-30,California,2009/2010,0.005612348026171198,1629.0,6169.0
0.34600000000000003,2009-11-30,South Carolina,2009/2010,0.009183842224643806,928.0,2683.0
0.35600000000000004,2009-11-30,Oklahoma,2009/2010,0.00816341531079447,1225.0,3440.0
0.38200000000000006,2009-11-30,Kansas,2009/2010,0.007653201853869815,1540.0,4031.0
0.373,2009-11-30,Rhode Island,2009/2010,0.009183842224643779,1034.0,2773.0
0.325,2009-11-30,New York,2009/2010,0.00816341531079447,1070.0,3292.0
0.31,2009-11-30,Michigan,2009/2010,0.007653201853869815,1132.0,3652.0
0.391,2009-11-30,Massachusetts,2009/2010,0.00816341531079447,1397.0,3573.0
0.374,2009-11-30,New Mexico,2009/2010,0.010204269138493087,841.0,2248.0
0.349,2009-11-30,Washington,2009/2010,0.005612348026171198,2517.0,7213.0
0.37200000000000005,2009-11-30,Utah,2009/2010,0.00816341531079447,1304.0,3506.0
0.33,2009-11-30,Illinois,2009/2010,0.010714482595417742,636.0,1926.0
0.336,2009-11-30,Arizona,2009/2010,0.012755336423116359,461.0,1371.0
0.314,2009-11-30,New Jersey,2009/2010,0.007142988396945161,1326.0,4222.0
0.36200000000000004,2009-11-30,Missouri,2009/2010,0.011224696052342395,664.0,1833.0
0.38,2009-11-30,North Dakota,2009/2010,0.009694055681568434,953.0,2507.0
0.318,2009-11-30,Mississippi,2009/2010,0.008673628767719124,917.0,2883.0
0.36700000000000005,2009-11-30,Pennsylvania,2009/2010,0.00816341531079447,1279.0,3486.0
0.302,2009-11-30,Georgia,2009/2010,0.010204269138493087,611.0,2024.0
0.33299999999999996,2009-11-30,Louisiana,2009/2010,0.009183842224643806,877.0,2633.0
0.27399999999999997,2009-11-30,Nevada,2009/2010,0.010714482595417742,475.0,1733.0
0.344,2009-11-30,District of Columbia,2009/2010,0.013265549880041014,441.0,1282.0
0.302,2009-11-30,Idaho,2009/2010,0.00816341531079447,955.0,3163.0
0.36700000000000005,2009-11-30,West Virginia,2009/2010,0.009694055681568461,907.0,2472.0
0.33899999999999997,2009-11-30,Wisconsin,2009/2010,0.011734909509267078,552.0,1627.0
0.344,2009-11-30,Oregon,2009/2010,0.009694055681568434,826.0,2401.0
0.402,2009-11-30,New Hampshire,2009/2010,0.009694055681568434,1028.0,2558.0
0.34299999999999997,2009-11-30,North Carolina,2009/2010,0.00816341531079447,1160.0,3382.0
0.394,2009-12-31,Vermont,2009/2010,0.009183842224643779,1115.0,2831.0
0.462,2009-12-31,Iowa,2009/2010,0.010714482595417742,1000.0,2165.0
0.462,2009-12-31,Nebraska,2009/2010,0.009694055681568434,1222.0,2645.0
0.36600000000000005,2009-12-31,Ohio,2009/2010,0.00816341531079447,1274.0,3482.0
0.401,2009-12-31,Kentucky,2009/2010,0.009694055681568404,1025.0,2556.0
0.354,2009-12-31,Alabama,2009/2010,0.009183842224643806,960.0,2711.0
0.379,2009-12-31,Indiana,2009/2010,0.008673628767719124,1186.0,3128.0
0.353,2009-12-31,Texas,2009/2010,0.00816341531079447,1210.0,3427.0
0.349,2009-12-31,Alaska,2009/2010,0.01632683062158894,297.0,852.0
0.466,2009-12-31,Minnesota,2009/2010,0.01173490950926705,842.0,1807.0
0.42700000000000005,2009-12-31,Arkansas,2009/2010,0.013265549880041014,594.0,1390.0
0.363,2009-12-31,Montana,2009/2010,0.009183842224643779,995.0,2742.0
0.41500000000000004,2009-12-31,Maine,2009/2010,0.00816341531079447,1512.0,3643.0
0.433,2009-12-31,Virginia,2009/2010,0.013775763336965669,560.0,1294.0
0.4,2009-12-31,Tennessee,2009/2010,0.011224696052342395,762.0,1905.0
0.4,2009-12-31,Colorado,2009/2010,0.008673628767719124,1276.0,3190.0
0.42700000000000005,2009-12-31,Hawaii,2009/2010,0.009183842224643806,1239.0,2901.0
0.38799999999999996,2009-12-31,Delaware,2009/2010,0.011734909509267078,669.0,1724.0
0.39,2009-12-31,Maryland,2009/2010,0.009183842224643751,1100.0,2821.0
0.391,2009-12-31,Wyoming,2009/2010,0.010204269138493087,894.0,2287.0
0.484,2009-12-31,South Dakota,2009/2010,0.011224696052342395,959.0,1982.0
0.316,2009-12-31,Florida,2009/2010,0.006632774940020507,1553.0,4913.0
0.405,2009-12-31,Connecticut,2009/2010,0.011224696052342395,775.0,1913.0
0.303,2009-12-31,California,2009/2010,0.006632774940020507,1455.0,4800.0
0.374,2009-12-31,South Carolina,2009/2010,0.009694055681568434,932.0,2491.0
0.391,2009-12-31,Oklahoma,2009/2010,0.008673628767719124,1238.0,3165.0
0.41100000000000003,2009-12-31,Kansas,2009/2010,0.007653201853869815,1699.0,4133.0
0.41600000000000004,2009-12-31,Rhode Island,2009/2010,0.009694055681568434,1075.0,2585.0
0.37,2009-12-31,New York,2009/2010,0.008673628767719124,1146.0,3098.0
0.33899999999999997,2009-12-31,Michigan,2009/2010,0.00816341531079447,1140.0,3362.0
0.435,2009-12-31,Massachusetts,2009/2010,0.00816341531079447,1604.0,3688.0
0.406,2009-12-31,New Mexico,2009/2010,0.010714482595417742,853.0,2101.0
0.38200000000000006,2009-12-31,Washington,2009/2010,0.0066327749400205355,2050.0,5366.0
0.40299999999999997,2009-12-31,Utah,2009/2010,0.009183842224643806,1150.0,2853.0
0.36,2009-12-31,Illinois,2009/2010,0.01173490950926705,602.0,1673.0
0.364,2009-12-31,Arizona,2009/2010,0.013265549880041014,479.0,1316.0
0.341,2009-12-31,New Jersey,2009/2010,0.00816341531079447,1150.0,3372.0
0.386,2009-12-31,Missouri,2009/2010,0.011224696052342395,726.0,1881.0
0.42100000000000004,2009-12-31,North Dakota,2009/2010,0.010714482595417742,894.0,2123.0
0.344,2009-12-31,Mississippi,2009/2010,0.008673628767719153,1032.0,3000.0
0.395,2009-12-31,Pennsylvania,2009/2010,0.00816341531079447,1416.0,3586.0
0.33299999999999996,2009-12-31,Georgia,2009/2010,0.010714482595417742,644.0,1935.0
0.364,2009-12-31,Louisiana,2009/2010,0.009694055681568434,897.0,2463.0
0.298,2009-12-31,Nevada,2009/2010,0.01173490950926705,453.0,1519.0
0.389,2009-12-31,District of Columbia,2009/2010,0.014796190250814977,422.0,1086.0
0.324,2009-12-31,Idaho,2009/2010,0.009183842224643779,841.0,2597.0
0.4,2009-12-31,West Virginia,2009/2010,0.009694055681568434,1022.0,2554.0
0.369,2009-12-31,Wisconsin,2009/2010,0.012245122966191676,573.0,1553.0
0.369,2009-12-31,Oregon,2009/2010,0.009694055681568404,914.0,2478.0
0.44200000000000006,2009-12-31,New Hampshire,2009/2010,0.010714482595417742,950.0,2148.0
0.375,2009-12-31,North Carolina,2009/2010,0.008673628767719124,1168.0,3115.0
0.425,2010-01-31,Vermont,2009/2010,0.009183842224643779,1231.0,2897.0
0.484,2010-01-31,Iowa,2009/2010,0.010714482595417742,1053.0,2175.0
0.48,2010-01-31,Nebraska,2009/2010,0.010204269138493087,1151.0,2397.0
0.379,2010-01-31,Ohio,2009/2010,0.00816341531079447,1339.0,3532.0
0.41700000000000004,2010-01-31,Kentucky,2009/2010,0.009694055681568461,1079.0,2587.0
0.37,2010-01-31,Alabama,2009/2010,0.009694055681568434,918.0,2480.0
0.392,2010-01-31,Indiana,2009/2010,0.008673628767719124,1242.0,3168.0
0.374,2010-01-31,Texas,2009/2010,0.009183842224643779,1038.0,2776.0
0.35700000000000004,2010-01-31,Alaska,2009/2010,0.01632683062158894,307.0,861.0
0.498,2010-01-31,Minnesota,2009/2010,0.012755336423116359,765.0,1537.0
0.452,2010-01-31,Arkansas,2009/2010,0.013775763336965669,590.0,1305.0
0.378,2010-01-31,Montana,2009/2010,0.009183842224643779,1054.0,2788.0
0.449,2010-01-31,Maine,2009/2010,0.009183842224643779,1317.0,2933.0
0.45,2010-01-31,Virginia,2009/2010,0.014285976793890294,546.0,1213.0
0.413,2010-01-31,Tennessee,2009/2010,0.011224696052342395,795.0,1924.0
0.41500000000000004,2010-01-31,Colorado,2009/2010,0.008673628767719153,1339.0,3227.0
0.455,2010-01-31,Hawaii,2009/2010,0.010204269138493087,1084.0,2381.0
0.40700000000000003,2010-01-31,Delaware,2009/2010,0.01173490950926705,713.0,1753.0
0.41100000000000003,2010-01-31,Maryland,2009/2010,0.009183842224643806,1180.0,2870.0
0.41100000000000003,2010-01-31,Wyoming,2009/2010,0.010714482595417742,867.0,2109.0
0.49700000000000005,2010-01-31,South Dakota,2009/2010,0.011224696052342395,986.0,1984.0
0.329,2010-01-31,Florida,2009/2010,0.006632774940020507,1651.0,5018.0
0.423,2010-01-31,Connecticut,2009/2010,0.012245122966191733,689.0,1628.0
0.33,2010-01-31,California,2009/2010,0.006632774940020507,1658.0,5026.0
0.387,2010-01-31,South Carolina,2009/2010,0.009694055681568434,977.0,2524.0
0.41200000000000003,2010-01-31,Oklahoma,2009/2010,0.009183842224643779,1183.0,2872.0
0.425,2010-01-31,Kansas,2009/2010,0.00816341531079447,1558.0,3667.0
0.439,2010-01-31,Rhode Island,2009/2010,0.009694055681568434,1150.0,2621.0
0.394,2010-01-31,New York,2009/2010,0.009183842224643779,1115.0,2831.0
0.358,2010-01-31,Michigan,2009/2010,0.00816341531079447,1235.0,3449.0
0.47000000000000003,2010-01-31,Massachusetts,2009/2010,0.008673628767719153,1556.0,3311.0
0.439,2010-01-31,New Mexico,2009/2010,0.01173490950926705,785.0,1788.0
0.405,2010-01-31,Washington,2009/2010,0.006632774940020507,2218.0,5477.0
0.42200000000000004,2010-01-31,Utah,2009/2010,0.009183842224643806,1220.0,2892.0
0.376,2010-01-31,Illinois,2009/2010,0.01173490950926705,641.0,1704.0
0.38,2010-01-31,Arizona,2009/2010,0.013265549880041014,509.0,1339.0
0.36100000000000004,2010-01-31,New Jersey,2009/2010,0.00816341531079447,1250.0,3461.0
0.4,2010-01-31,Missouri,2009/2010,0.011734909509267023,697.0,1743.0
0.444,2010-01-31,North Dakota,2009/2010,0.010714482595417742,955.0,2150.0
0.368,2010-01-31,Mississippi,2009/2010,0.009694055681568434,911.0,2475.0
0.41100000000000003,2010-01-31,Pennsylvania,2009/2010,0.00816341531079447,1493.0,3633.0
0.34600000000000003,2010-01-31,Georgia,2009/2010,0.011224696052342395,621.0,1796.0
0.396,2010-01-31,Louisiana,2009/2010,0.009694055681568434,1008.0,2545.0
0.313,2010-01-31,Nevada,2009/2010,0.012245122966191705,449.0,1434.0
0.41100000000000003,2010-01-31,District of Columbia,2009/2010,0.01530640370773963,425.0,1033.0
0.34,2010-01-31,Idaho,2009/2010,0.009183842224643779,905.0,2661.0
0.41500000000000004,2010-01-31,West Virginia,2009/2010,0.010714482595417742,878.0,2115.0
0.38799999999999996,2010-01-31,Wisconsin,2009/2010,0.012755336423116359,566.0,1459.0
0.385,2010-01-31,Oregon,2009/2010,0.009694055681568404,970.0,2520.0
0.46799999999999997,2010-01-31,New Hampshire,2009/2010,0.010714482595417742,1015.0,2169.0
0.39299999999999996,2010-01-31,North Carolina,2009/2010,0.009183842224643806,1112.0,2828.0
0.44200000000000006,2010-02-28,Vermont,2009/2010,0.009183842224643806,1292.0,2924.0
0.49,2010-02-28,Iowa,2009/2010,0.010714482595417742,1067.0,2177.0
0.49100000000000005,2010-02-28,Nebraska,2009/2010,0.010714482595417742,1069.0,2177.0
0.387,2010-02-28,Ohio,2009/2010,0.00816341531079447,1378.0,3560.0
0.424,2010-02-28,Kentucky,2009/2010,0.009694055681568434,1102.0,2599.0
0.38200000000000006,2010-02-28,Alabama,2009/2010,0.009694055681568461,960.0,2512.0
0.401,2010-02-28,Indiana,2009/2010,0.008673628767719124,1280.0,3193.0
0.384,2010-02-28,Texas,2009/2010,0.009183842224643779,1077.0,2805.0
0.37,2010-02-28,Alaska,2009/2010,0.016837044078513566,304.0,822.0
0.508,2010-02-28,Minnesota,2009/2010,0.013265549880041014,722.0,1420.0
0.459,2010-02-28,Arkansas,2009/2010,0.013775763336965669,601.0,1309.0
0.387,2010-02-28,Montana,2009/2010,0.009694055681568434,977.0,2524.0
0.46299999999999997,2010-02-28,Maine,2009/2010,0.009183842224643806,1365.0,2948.0
0.457,2010-02-28,Virginia,2009/2010,0.014285976793890322,556.0,1216.0
0.42,2010-02-28,Tennessee,2009/2010,0.011224696052342425,812.0,1933.0
0.424,2010-02-28,Colorado,2009/2010,0.008673628767719124,1376.0,3246.0
0.47500000000000003,2010-02-28,Hawaii,2009/2010,0.010204269138493087,1138.0,2395.0
0.42100000000000004,2010-02-28,Delaware,2009/2010,0.012245122966191705,684.0,1626.0
0.423,2010-02-28,Maryland,2009/2010,0.009183842224643779,1224.0,2894.0
0.42100000000000004,2010-02-28,Wyoming,2009/2010,0.010714482595417742,894.0,2123.0
0.506,2010-02-28,South Dakota,2009/2010,0.011224696052342395,1004.0,1984.0
0.34,2010-02-28,Florida,2009/2010,0.007653201853869815,1303.0,3831.0
0.429,2010-02-28,Connecticut,2009/2010,0.012245122966191676,701.0,1634.0
0.34600000000000003,2010-02-28,California,2009/2010,0.0066327749400205355,1780.0,5144.0
0.402,2010-02-28,South Carolina,2009/2010,0.010714482595417742,842.0,2094.0
0.424,2010-02-28,Oklahoma,2009/2010,0.009183842224643806,1228.0,2896.0
0.433,2010-02-28,Kansas,2009/2010,0.00816341531079447,1595.0,3684.0
0.452,2010-02-28,Rhode Island,2009/2010,0.009694055681568434,1191.0,2636.0
0.409,2010-02-28,New York,2009/2010,0.009694055681568434,1052.0,2572.0
0.36200000000000004,2010-02-28,Michigan,2009/2010,0.00816341531079447,1255.0,3466.0
0.484,2010-02-28,Massachusetts,2009/2010,0.009183842224643779,1433.0,2961.0
0.446,2010-02-28,New Mexico,2009/2010,0.01173490950926705,800.0,1794.0
0.41700000000000004,2010-02-28,Washington,2009/2010,0.007653201853869815,1731.0,4151.0
0.434,2010-02-28,Utah,2009/2010,0.009183842224643779,1264.0,2912.0
0.379,2010-02-28,Illinois,2009/2010,0.01173490950926705,648.0,1709.0
0.39,2010-02-28,Arizona,2009/2010,0.013265549880041014,527.0,1352.0
