geography_type,geography,time_end,estimate,lci,uci,sample_size
admin1,Puerto Rico,2022-05-01,0.333,0.3,0.366,2555
admin1,Puerto Rico,2022-07-01,0.013,0.007,0.019,2555
admin1,Puerto Rico,2022-08-01,0.038,0.028,0.048,2555
admin1,Puerto Rico,2022-09-01,0.087,0.071,0.103,2555
admin1,Puerto Rico,2022-10-01,0.152,0.132,0.172,2555
admin1,Puerto Rico,2022-11-01,0.207,0.183,0.231,2555
admin1,Puerto Rico,2022-12-01,0.249,0.222,0.276,2555
admin1,Rhode Island,2009-01-01,0.439,0.42,0.458,5711
admin1,Rhode Island,2009-02-01,0.452,0.433,0.471,5711
admin1,Rhode Island,2009-03-01,0.459,0.44,0.478,5711
admin1,Rhode Island,2009-04-01,0.462,0.443,0.481,5711
admin1,Rhode Island,2009-05-01,0.462,0.443,0.481,5711
admin1,Rhode Island,2009-08-01,0.008,0.004,0.012,5711
admin1,Rhode Island,2009-09-01,0.099,0.09,0.108,5711
admin1,Rhode Island,2009-10-01,0.272,0.256,0.288,5711
admin1,Rhode Island,2009-11-01,0.373,0.355,0.391,5711
admin1,Rhode Island,2009-12-01,0.416,0.397,0.435,5711
admin1,Rhode Island,2010-01-01,0.439,0.417,0.461,5629
admin1,Rhode Island,2010-02-01,0.451,0.429,0.473,5629
admin1,Rhode Island,2010-03-01,0.46,0.436,0.484,5629
admin1,Rhode Island,2010-04-01,0.469,0.445,0.493,5629
admin1,Rhode Island,2010-05-01,0.471,0.447,0.495,5629
admin1,Rhode Island,2010-08-01,0.005,0.003,0.007,5629
admin1,Rhode Island,2010-09-01,0.073,0.063,0.083,5629
admin1,Rhode Island,2010-10-01,0.26,0.244,0.276,5629
admin1,Rhode Island,2010-11-01,0.374,0.354,0.394,5629
admin1,Rhode Island,2010-12-01,0.416,0.396,0.436,5629
admin1,Rhode Island,2011-01-01,0.404,0.382,0.426,5159
admin1,Rhode Island,2011-02-01,0.423,0.399,0.447,5159
admin1,Rhode Island,2011-03-01,0.43,0.406,0.454,5159
admin1,Rhode Island,2011-04-01,0.431,0.407,0.455,5159
admin1,Rhode Island,2011-05-01,0.433,0.409,0.457,5159
admin1,Rhode Island,2011-08-01,0.005,0.003,0.007,5159
admin1,Rhode Island,2011-09-01,0.067,0.057,0.077,5159
admin1,Rhode Island,2011-10-01,0.244,0.228,0.26,5159
admin1,Rhode Island,2011-11-01,0.346,0.326,0.366,5159
admin1,Rhode Island,2011-12-01,0.385,0.363,0.407,5159
admin1,Rhode Island,2012-01-01,0.476,0.445,0.507,3422
admin1,Rhode Island,2012-02-01,0.494,0.461,0.527,3422
admin1,Rhode Island,2012-03-01,0.501,0.468,0.534,3422
admin1,Rhode Island,2012-04-01,0.502,0.469,0.535,3422
admin1,Rhode Island,2012-05-01,0.502,0.469,0.535,3422
admin1,Rhode Island,2012-07-01,0.001,0.001,0.001,3422
admin1,Rhode Island,2012-08-01,0.007,0.003,0.011,3422
admin1,Rhode Island,2012-09-01,0.072,0.058,0.086,3422
admin1,Rhode Island,2012-10-01,0.244,0.222,0.266,3422
admin1,Rhode Island,2012-11-01,0.367,0.338,0.396,3422
admin1,Rhode Island,2012-12-01,0.421,0.39,0.452,3422
admin1,Rhode Island,2013-01-01,0.484,0.457,0.511,4583
admin1,Rhode Island,2013-02-01,0.494,0.465,0.523,4583
admin1,Rhode Island,2013-03-01,0.503,0.474,0.532,4583
admin1,Rhode Island,2013-04-01,0.505,0.476,0.534,4583
admin1,Rhode Island,2013-05-01,0.525,0.484,0.566,4583
admin1,Rhode Island,2013-08-01,0.007,0.003,0.011,4583
admin1,Rhode Island,2013-09-01,0.085,0.073,0.097,4583
admin1,Rhode Island,2013-10-01,0.279,0.259,0.299,4583
admin1,Rhode Island,2013-11-01,0.393,0.369,0.417,4583
admin1,Rhode Island,2013-12-01,0.437,0.413,0.461,4583
admin1,Rhode Island,2014-01-01,0.515,0.488,0.542,4589
admin1,Rhode Island,2014-02-01,0.529,0.502,0.556,4589
admin1,Rhode Island,2014-03-01,0.531,0.504,0.558,4589
admin1,Rhode Island,2014-04-01,0.537,0.508,0.566,4589
admin1,Rhode Island,2014-05-01,0.537,0.508,0.566,4589
admin1,Rhode Island,2014-08-01,0.01,0.006,0.014,4589
admin1,Rhode Island,2014-09-01,0.087,0.075,0.099,4589
admin1,Rhode Island,2014-10-01,0.315,0.293,0.337,4589
admin1,Rhode Island,2014-11-01,0.443,0.418,0.468,4589
admin1,Rhode Island,2014-12-01,0.488,0.463,0.513,4589
admin1,Rhode Island,2015-01-01,0.471,0.442,0.5,4046
admin1,Rhode Island,2015-02-01,0.485,0.456,0.514,4046
admin1,Rhode Island,2015-03-01,0.499,0.47,0.528,4046
admin1,Rhode Island,2015-04-01,0.502,0.473,0.531,4046
admin1,Rhode Island,2015-05-01,0.507,0.476,0.538,4046
admin1,Rhode Island,2015-08-01,0.012,0.008,0.016,4046
admin1,Rhode Island,2015-09-01,0.069,0.057,0.081,4046
admin1,Rhode Island,2015-10-01,0.282,0.26,0.304,4046
admin1,Rhode Island,2015-11-01,0.381,0.357,0.405,4046
admin1,Rhode Island,2015-12-01,0.435,0.408,0.462,4046
admin1,Rhode Island,2016-01-01,0.478,0.454,0.502,4201
admin1,Rhode Island,2016-02-01,0.491,0.466,0.516,4201
admin1,Rhode Island,2016-03-01,0.499,0.474,0.524,4201
admin1,Rhode Island,2016-04-01,0.508,0.483,0.533,4201
admin1,Rhode Island,2016-05-01,0.509,0.482,0.536,4201
admin1,Rhode Island,2016-08-01,0.012,0.006,0.018,4201
admin1,Rhode Island,2016-09-01,0.081,0.069,0.093,4201
admin1,Rhode Island,2016-10-01,0.281,0.261,0.301,4201
admin1,Rhode Island,2016-11-01,0.401,0.379,0.423,4201
admin1,Rhode Island,2016-12-01,0.44,0.416,0.464,4201
admin1,Rhode Island,2017-01-01,0.39,0.366,0.414,4117
admin1,Rhode Island,2017-02-01,0.407,0.383,0.431,4117
admin1,Rhode Island,2017-03-01,0.423,0.398,0.448,4117
admin1,Rhode Island,2017-04-01,0.424,0.399,0.449,4117
admin1,Rhode Island,2017-05-01,0.438,0.409,0.467,4117
admin1,Rhode Island,2017-08-01,0.009,0.005,0.013,4117
admin1,Rhode Island,2017-09-01,0.077,0.065,0.089,4117
admin1,Rhode Island,2017-10-01,0.242,0.224,0.26,4117
admin1,Rhode Island,2017-11-01,0.336,0.314,0.358,4117
admin1,Rhode Island,2017-12-01,0.369,0.347,0.391,4117
admin1,Rhode Island,2018-01-01,0.508,0.483,0.533,4501
admin1,Rhode Island,2018-02-01,0.53,0.505,0.555,4501
admin1,Rhode Island,2018-03-01,0.543,0.518,0.568,4501
admin1,Rhode Island,2018-04-01,0.557,0.53,0.584,4501
admin1,Rhode Island,2018-05-01,0.563,0.536,0.59,4501
admin1,Rhode Island,2018-08-01,0.009,0.005,0.013,4501
admin1,Rhode Island,2018-09-01,0.072,0.062,0.082,4501
admin1,Rhode Island,2018-10-01,0.283,0.263,0.303,4501
admin1,Rhode Island,2018-11-01,0.42,0.396,0.444,4501
admin1,Rhode Island,2018-12-01,0.464,0.44,0.488,4501
admin1,Rhode Island,2019-01-01,0.531,0.506,0.556,4378
admin1,Rhode Island,2019-02-01,0.547,0.522,0.572,4378
admin1,Rhode Island,2019-03-01,0.558,0.533,0.583,4378
admin1,Rhode Island,2019-04-01,0.566,0.539,0.593,4378
admin1,Rhode Island,2019-05-01,0.568,0.541,0.595,4378
admin1,Rhode Island,2019-08-01,0.009,0.005,0.013,4378
admin1,Rhode Island,2019-09-01,0.1,0.086,0.114,4378
admin1,Rhode Island,2019-10-01,0.329,0.307,0.351,4378
admin1,Rhode Island,2019-11-01,0.442,0.418,0.466,4378
admin1,Rhode Island,2019-12-01,0.491,0.466,0.516,4378
admin1,Rhode Island,2020-01-01,0.565,0.541,0.589,3675
admin1,Rhode Island,2020-02-01,0.582,0.557,0.607,3675
admin1,Rhode Island,2020-03-01,0.609,0.584,0.634,3675
admin1,Rhode Island,2020-04-01,0.619,0.592,0.646,3675
admin1,Rhode Island,2020-05-01,0.64,0.609,0.671,3675
admin1,Rhode Island,2020-08-01,0.014,0.01,0.018,3675
admin1,Rhode Island,2020-09-01,0.132,0.116,0.148,3675
admin1,Rhode Island,2020-10-01,0.417,0.393,0.441,3675
admin1,Rhode Island,2020-11-01,0.506,0.482,0.53,3675
admin1,Rhode Island,2020-12-01,0.535,0.511,0.559,3675
admin1,Rhode Island,2021-01-01,0.568,0.544,0.592,4205
admin1,Rhode Island,2021-02-01,0.614,0.589,0.639,4205
admin1,Rhode Island,2021-03-01,0.631,0.606,0.656,4205
admin1,Rhode Island,2021-04-01,0.642,0.615,0.669,4205
admin1,Rhode Island,2021-05-01,0.644,0.617,0.671,4205
admin1,Rhode Island,2021-08-01,0.018,0.012,0.024,4205
admin1,Rhode Island,2021-09-01,0.097,0.085,0.109,4205
admin1,Rhode Island,2021-10-01,0.319,0.299,0.339,4205
admin1,Rhode Island,2021-11-01,0.463,0.441,0.485,4205
admin1,Rhode Island,2021-12-01,0.529,0.505,0.553,4205
admin1,Rhode Island,2022-01-01,0.556,0.532,0.58,4423
admin1,Rhode Island,2022-02-01,0.578,0.554,0.602,4423
admin1,Rhode Island,2022-03-01,0.591,0.567,0.615,4423
admin1,Rhode Island,2022-04-01,0.605,0.578,0.632,4423
admin1,Rhode Island,2022-05-01,0.607,0.58,0.634,4423
admin1,Rhode Island,2022-07-01,0.005,0.003,0.007,4423
admin1,Rhode Island,2022-08-01,0.016,0.012,0.02,4423
admin1,Rhode Island,2022-09-01,0.104,0.092,0.116,4423
admin1,Rhode Island,2022-10-01,0.34,0.32,0.36,4423
admin1,Rhode Island,2022-11-01,0.475,0.451,0.499,4423
admin1,Rhode Island,2022-12-01,0.521,0.497,0.545,4423
admin1,South Carolina,2009-01-01,0.387,0.368,0.406,8072
admin1,South Carolina,2009-02-01,0.402,0.381,0.423,8072
admin1,South Carolina,2009-03-01,0.408,0.387,0.429,8072
admin1,South Carolina,2009-04-01,0.411,0.39,0.432,8072
admin1,South Carolina,2009-05-01,0.411,0.39,0.432,8072
admin1,South Carolina,2009-08-01,0.004,0.002,0.006,8072
admin1,South Carolina,2009-09-01,0.068,0.061,0.075,8072
admin1,South Carolina,2009-10-01,0.255,0.239,0.271,8072
admin1,South Carolina,2009-11-01,0.346,0.328,0.364,8072
admin1,South Carolina,2009-12-01,0.374,0.355,0.393,8072
admin1,South Carolina,2010-01-01,0.419,0.395,0.443,8330
admin1,South Carolina,2010-02-01,0.445,0.42,0.47,8330
admin1,South Carolina,2010-03-01,0.449,0.424,0.474,8330
admin1,South Carolina,2010-04-01,0.45,0.425,0.475,8330
admin1,South Carolina,2010-05-01,0.454,0.429,0.479,8330
admin1,South Carolina,2010-08-01,0.004,0.002,0.006,8330
admin1,South Carolina,2010-09-01,0.067,0.057,0.077,8330
admin1,South Carolina,2010-10-01,0.249,0.231,0.267,8330
admin1,South Carolina,2010-11-01,0.359,0.337,0.381,8330
admin1,South Carolina,2010-12-01,0.384,0.36,0.408,8330
admin1,South Carolina,2011-01-01,0.372,0.356,0.388,10513
admin1,South Carolina,2011-02-01,0.388,0.37,0.406,10513
admin1,South Carolina,2011-03-01,0.395,0.377,0.413,10513
admin1,South Carolina,2011-04-01,0.395,0.377,0.413,10513
admin1,South Carolina,2011-05-01,0.396,0.378,0.414,10513
admin1,South Carolina,2011-08-01,0.008,0.006,0.01,10513
admin1,South Carolina,2011-09-01,0.066,0.058,0.074,10513
admin1,South Carolina,2011-10-01,0.237,0.223,0.251,10513
admin1,South Carolina,2011-11-01,0.325,0.309,0.341,10513
admin1,South Carolina,2011-12-01,0.346,0.33,0.362,10513
admin1,South Carolina,2012-01-01,0.393,0.375,0.411,9630
admin1,South Carolina,2012-02-01,0.406,0.388,0.424,9630
admin1,South Carolina,2012-03-01,0.418,0.398,0.438,9630
admin1,South Carolina,2012-04-01,0.425,0.403,0.447,9630
admin1,South Carolina,2012-05-01,0.427,0.405,0.449,9630
admin1,South Carolina,2012-08-01,0.013,0.009,0.017,9630
admin1,South Carolina,2012-09-01,0.069,0.061,0.077,9630
admin1,South Carolina,2012-10-01,0.233,0.221,0.245,9630
admin1,South Carolina,2012-11-01,0.323,0.307,0.339,9630
admin1,South Carolina,2012-12-01,0.358,0.342,0.374,9630
admin1,South Carolina,2013-01-01,0.382,0.364,0.4,8437
admin1,South Carolina,2013-02-01,0.399,0.381,0.417,8437
admin1,South Carolina,2013-03-01,0.402,0.384,0.42,8437
admin1,South Carolina,2013-04-01,0.405,0.387,0.423,8437
admin1,South Carolina,2013-05-01,0.407,0.389,0.425,8437
admin1,South Carolina,2013-07-01,0.001,0.001,0.001,8437
admin1,South Carolina,2013-08-01,0.013,0.009,0.017,8437
admin1,South Carolina,2013-09-01,0.071,0.063,0.079,8437
admin1,South Carolina,2013-10-01,0.247,0.233,0.261,8437
admin1,South Carolina,2013-11-01,0.326,0.31,0.342,8437
admin1,South Carolina,2013-12-01,0.351,0.335,0.367,8437
admin1,South Carolina,2014-01-01,0.407,0.389,0.425,7364
admin1,South Carolina,2014-02-01,0.43,0.41,0.45,7364
admin1,South Carolina,2014-03-01,0.44,0.42,0.46,7364
admin1,South Carolina,2014-04-01,0.45,0.43,0.47,7364
admin1,South Carolina,2014-05-01,0.454,0.432,0.476,7364
admin1,South Carolina,2014-08-01,0.013,0.009,0.017,7364
admin1,South Carolina,2014-09-01,0.069,0.061,0.077,7364
admin1,South Carolina,2014-10-01,0.257,0.241,0.273,7364
admin1,South Carolina,2014-11-01,0.348,0.33,0.366,7364
admin1,South Carolina,2014-12-01,0.378,0.36,0.396,7364
admin1,South Carolina,2015-01-01,0.401,0.383,0.419,8490
admin1,South Carolina,2015-02-01,0.42,0.402,0.438,8490
admin1,South Carolina,2015-03-01,0.432,0.412,0.452,8490
admin1,South Carolina,2015-04-01,0.435,0.415,0.455,8490
admin1,South Carolina,2015-05-01,0.436,0.416,0.456,8490
admin1,South Carolina,2015-07-01,0.004,0.002,0.006,8490
admin1,South Carolina,2015-08-01,0.015,0.011,0.019,8490
admin1,South Carolina,2015-09-01,0.075,0.067,0.083,8490
admin1,South Carolina,2015-10-01,0.248,0.234,0.262,8490
admin1,South Carolina,2015-11-01,0.336,0.32,0.352,8490
admin1,South Carolina,2015-12-01,0.371,0.355,0.387,8490
admin1,South Carolina,2016-01-01,0.409,0.393,0.425,8378
admin1,South Carolina,2016-02-01,0.433,0.415,0.451,8378
admin1,South Carolina,2016-03-01,0.443,0.425,0.461,8378
admin1,South Carolina,2016-04-01,0.447,0.429,0.465,8378
admin1,South Carolina,2016-05-01,0.452,0.434,0.47,8378
admin1,South Carolina,2016-07-01,0.004,0.002,0.006,8378
admin1,South Carolina,2016-08-01,0.015,0.011,0.019,8378
admin1,South Carolina,2016-09-01,0.079,0.071,0.087,8378
admin1,South Carolina,2016-10-01,0.247,0.233,0.261,8378
admin1,South Carolina,2016-11-01,0.337,0.321,0.353,8378
admin1,South Carolina,2016-12-01,0.376,0.36,0.392,8378
admin1,South Carolina,2017-01-01,0.365,0.349,0.381,7816
admin1,South Carolina,2017-02-01,0.39,0.372,0.408,7816
admin1,South Carolina,2017-03-01,0.397,0.379,0.415,7816
admin1,South Carolina,2017-04-01,0.403,0.385,0.421,7816
admin1,South Carolina,2017-05-01,0.406,0.386,0.426,7816
admin1,South Carolina,2017-08-01,0.012,0.008,0.016,7816
admin1,South Carolina,2017-09-01,0.069,0.061,0.077,7816
admin1,South Carolina,2017-10-01,0.226,0.212,0.24,7816
admin1,South Carolina,2017-11-01,0.301,0.287,0.315,7816
admin1,South Carolina,2017-12-01,0.33,0.314,0.346,7816
admin1,South Carolina,2018-01-01,0.395,0.375,0.415,6421
admin1,South Carolina,2018-02-01,0.412,0.39,0.434,6421
admin1,South Carolina,2018-03-01,0.423,0.401,0.445,6421
admin1,South Carolina,2018-04-01,0.43,0.408,0.452,6421
admin1,South Carolina,2018-05-01,0.433,0.409,0.457,6421
admin1,South Carolina,2018-07-01,0.001,0.001,0.001,6421
admin1,South Carolina,2018-08-01,0.016,0.012,0.02,6421
admin1,South Carolina,2018-09-01,0.074,0.066,0.082,6421
admin1,South Carolina,2018-10-01,0.247,0.231,0.263,6421
admin1,South Carolina,2018-11-01,0.335,0.317,0.353,6421
admin1,South Carolina,2018-12-01,0.363,0.343,0.383,6421
admin1,South Carolina,2019-01-01,0.45,0.421,0.479,3491
admin1,South Carolina,2019-02-01,0.474,0.445,0.503,3491
admin1,South Carolina,2019-03-01,0.477,0.446,0.508,3491
admin1,South Carolina,2019-04-01,0.477,0.446,0.508,3491
admin1,South Carolina,2019-05-01,0.477,0.446,0.508,3491
admin1,South Carolina,2019-07-01,0.004,0.002,0.006,3491
admin1,South Carolina,2019-08-01,0.022,0.016,0.028,3491
admin1,South Carolina,2019-09-01,0.094,0.08,0.108,3491
admin1,South Carolina,2019-10-01,0.264,0.242,0.286,3491
admin1,South Carolina,2019-11-01,0.365,0.34,0.39,3491
admin1,South Carolina,2019-12-01,0.41,0.383,0.437,3491
admin1,South Carolina,2020-01-01,0.421,0.399,0.443,4433
admin1,South Carolina,2020-02-01,0.439,0.415,0.463,4433
admin1,South Carolina,2020-03-01,0.448,0.424,0.472,4433
admin1,South Carolina,2020-04-01,0.459,0.435,0.483,4433
admin1,South Carolina,2020-05-01,0.473,0.442,0.504,4433
admin1,South Carolina,2020-08-01,0.018,0.012,0.024,4433
admin1,South Carolina,2020-09-01,0.111,0.099,0.123,4433
admin1,South Carolina,2020-10-01,0.293,0.273,0.313,4433
admin1,South Carolina,2020-11-01,0.366,0.344,0.388,4433
admin1,South Carolina,2020-12-01,0.396,0.374,0.418,4433
admin1,South Carolina,2021-01-01,0.415,0.397,0.433,8311
admin1,South Carolina,2021-02-01,0.443,0.423,0.463,8311
admin1,South Carolina,2021-03-01,0.46,0.44,0.48,8311
admin1,South Carolina,2021-04-01,0.467,0.447,0.487,8311
admin1,South Carolina,2021-05-01,0.475,0.453,0.497,8311
admin1,South Carolina,2021-07-01,0.005,0.003,0.007,8311
admin1,South Carolina,2021-08-01,0.019,0.015,0.023,8311
admin1,South Carolina,2021-09-01,0.087,0.079,0.095,8311
admin1,South Carolina,2021-10-01,0.24,0.226,0.254,8311
admin1,South Carolina,2021-11-01,0.335,0.319,0.351,8311
admin1,South Carolina,2021-12-01,0.376,0.36,0.392,8311
admin1,South Carolina,2022-01-01,0.376,0.356,0.396,5806
admin1,South Carolina,2022-02-01,0.402,0.38,0.424,5806
admin1,South Carolina,2022-03-01,0.414,0.392,0.436,5806
admin1,South Carolina,2022-04-01,0.423,0.401,0.445,5806
admin1,South Carolina,2022-05-01,0.429,0.407,0.451,5806
admin1,South Carolina,2022-07-01,0.005,0.003,0.007,5806
admin1,South Carolina,2022-08-01,0.016,0.012,0.02,5806
admin1,South Carolina,2022-09-01,0.083,0.073,0.093,5806
admin1,South Carolina,2022-10-01,0.25,0.234,0.266,5806
admin1,South Carolina,2022-11-01,0.326,0.308,0.344,5806
admin1,South Carolina,2022-12-01,0.344,0.326,0.362,5806
admin1,South Dakota,2009-01-01,0.497,0.475,0.519,6045
admin1,South Dakota,2009-02-01,0.506,0.484,0.528,6045
admin1,South Dakota,2009-03-01,0.514,0.49,0.538,6045
admin1,South Dakota,2009-04-01,0.516,0.492,0.54,6045
admin1,South Dakota,2009-05-01,0.52,0.496,0.544,6045
admin1,South Dakota,2009-09-01,0.075,0.066,0.084,6045
admin1,South Dakota,2009-10-01,0.296,0.278,0.314,6045
admin1,South Dakota,2009-11-01,0.433,0.411,0.455,6045
admin1,South Dakota,2009-12-01,0.484,0.462,0.506,6045
admin1,South Dakota,2010-01-01,0.53,0.491,0.569,5271
admin1,South Dakota,2010-02-01,0.558,0.517,0.599,5271
admin1,South Dakota,2010-03-01,0.56,0.519,0.601,5271
admin1,South Dakota,2010-04-01,0.561,0.52,0.602,5271
admin1,South Dakota,2010-05-01,0.562,0.521,0.603,5271
admin1,South Dakota,2010-09-01,0.05,0.04,0.06,5271
admin1,South Dakota,2010-10-01,0.312,0.285,0.339,5271
admin1,South Dakota,2010-11-01,0.47,0.435,0.505,5271
admin1,South Dakota,2010-12-01,0.496,0.459,0.533,5271
admin1,South Dakota,2011-01-01,0.481,0.442,0.52,4191
admin1,South Dakota,2011-02-01,0.489,0.45,0.528,4191
admin1,South Dakota,2011-03-01,0.489,0.45,0.528,4191
admin1,South Dakota,2011-04-01,0.489,0.45,0.528,4191
admin1,South Dakota,2011-05-01,0.489,0.45,0.528,4191
admin1,South Dakota,2011-09-01,0.06,0.046,0.074,4191
admin1,South Dakota,2011-10-01,0.305,0.276,0.334,4191
admin1,South Dakota,2011-11-01,0.432,0.397,0.467,4191
admin1,South Dakota,2011-12-01,0.461,0.426,0.496,4191
admin1,South Dakota,2012-01-01,0.511,0.472,0.55,5396
admin1,South Dakota,2012-02-01,0.525,0.486,0.564,5396
admin1,South Dakota,2012-03-01,0.531,0.492,0.57,5396
admin1,South Dakota,2012-04-01,0.534,0.495,0.573,5396
admin1,South Dakota,2012-05-01,0.534,0.495,0.573,5396
admin1,South Dakota,2012-09-01,0.056,0.044,0.068,5396
admin1,South Dakota,2012-10-01,0.286,0.255,0.317,5396
admin1,South Dakota,2012-11-01,0.436,0.399,0.473,5396
admin1,South Dakota,2012-12-01,0.485,0.446,0.524,5396
admin1,South Dakota,2013-01-01,0.528,0.499,0.557,5848
admin1,South Dakota,2013-02-01,0.534,0.505,0.563,5848
admin1,South Dakota,2013-03-01,0.538,0.509,0.567,5848
admin1,South Dakota,2013-04-01,0.54,0.511,0.569,5848
admin1,South Dakota,2013-05-01,0.54,0.511,0.569,5848
admin1,South Dakota,2013-08-01,0.007,0.003,0.011,5848
admin1,South Dakota,2013-09-01,0.044,0.036,0.052,5848
admin1,South Dakota,2013-10-01,0.336,0.311,0.361,5848
admin1,South Dakota,2013-11-01,0.473,0.446,0.5,5848
admin1,South Dakota,2013-12-01,0.502,0.473,0.531,5848
admin1,South Dakota,2014-01-01,0.567,0.538,0.596,5930
admin1,South Dakota,2014-02-01,0.577,0.548,0.606,5930
admin1,South Dakota,2014-03-01,0.58,0.551,0.609,5930
admin1,South Dakota,2014-04-01,0.58,0.551,0.609,5930
admin1,South Dakota,2014-05-01,0.581,0.552,0.61,5930
admin1,South Dakota,2014-08-01,0.005,0.003,0.007,5930
admin1,South Dakota,2014-09-01,0.049,0.037,0.061,5930
admin1,South Dakota,2014-10-01,0.345,0.32,0.37,5930
admin1,South Dakota,2014-11-01,0.508,0.479,0.537,5930
admin1,South Dakota,2014-12-01,0.542,0.513,0.571,5930
admin1,South Dakota,2015-01-01,0.5,0.469,0.531,4902
admin1,South Dakota,2015-02-01,0.515,0.484,0.546,4902
admin1,South Dakota,2015-03-01,0.519,0.488,0.55,4902
admin1,South Dakota,2015-04-01,0.523,0.492,0.554,4902
admin1,South Dakota,2015-05-01,0.523,0.492,0.554,4902
admin1,South Dakota,2015-09-01,0.054,0.04,0.068,4902
admin1,South Dakota,2015-10-01,0.327,0.298,0.356,4902
admin1,South Dakota,2015-11-01,0.458,0.429,0.487,4902
admin1,South Dakota,2015-12-01,0.478,0.447,0.509,4902
admin1,South Dakota,2016-01-01,0.479,0.45,0.508,4264
admin1,South Dakota,2016-02-01,0.497,0.466,0.528,4264
admin1,South Dakota,2016-03-01,0.501,0.47,0.532,4264
admin1,South Dakota,2016-04-01,0.501,0.47,0.532,4264
admin1,South Dakota,2016-05-01,0.511,0.478,0.544,4264
admin1,South Dakota,2016-09-01,0.062,0.05,0.074,4264
admin1,South Dakota,2016-10-01,0.307,0.282,0.332,4264
admin1,South Dakota,2016-11-01,0.419,0.392,0.446,4264
admin1,South Dakota,2016-12-01,0.456,0.427,0.485,4264
admin1,South Dakota,2017-01-01,0.413,0.389,0.437,6473
admin1,South Dakota,2017-02-01,0.418,0.394,0.442,6473
admin1,South Dakota,2017-03-01,0.421,0.397,0.445,6473
admin1,South Dakota,2017-04-01,0.424,0.4,0.448,6473
admin1,South Dakota,2017-05-01,0.424,0.4,0.448,6473
admin1,South Dakota,2017-08-01,0.01,0.006,0.014,6473
admin1,South Dakota,2017-09-01,0.051,0.043,0.059,6473
admin1,South Dakota,2017-10-01,0.279,0.259,0.299,6473
admin1,South Dakota,2017-11-01,0.372,0.35,0.394,6473
admin1,South Dakota,2017-12-01,0.393,0.371,0.415,6473
admin1,South Dakota,2018-01-01,0.475,0.448,0.502,5223
admin1,South Dakota,2018-02-01,0.494,0.465,0.523,5223
admin1,South Dakota,2018-03-01,0.5,0.471,0.529,5223
admin1,South Dakota,2018-04-01,0.504,0.475,0.533,5223
admin1,South Dakota,2018-05-01,0.504,0.475,0.533,5223
admin1,South Dakota,2018-07-01,0.0,0.0,0.0,5223
admin1,South Dakota,2018-08-01,0.011,0.007,0.015,5223
admin1,South Dakota,2018-09-01,0.064,0.054,0.074,5223
admin1,South Dakota,2018-10-01,0.299,0.277,0.321,5223
admin1,South Dakota,2018-11-01,0.415,0.39,0.44,5223
admin1,South Dakota,2018-12-01,0.454,0.427,0.481,5223
admin1,South Dakota,2019-01-01,0.523,0.499,0.547,6540
admin1,South Dakota,2019-02-01,0.537,0.513,0.561,6540
admin1,South Dakota,2019-03-01,0.547,0.523,0.571,6540
admin1,South Dakota,2019-04-01,0.55,0.526,0.574,6540
admin1,South Dakota,2019-05-01,0.551,0.527,0.575,6540
admin1,South Dakota,2019-07-01,0.001,0.001,0.001,6540
admin1,South Dakota,2019-08-01,0.01,0.006,0.014,6540
admin1,South Dakota,2019-09-01,0.061,0.051,0.071,6540
admin1,South Dakota,2019-10-01,0.33,0.31,0.35,6540
admin1,South Dakota,2019-11-01,0.464,0.442,0.486,6540
admin1,South Dakota,2019-12-01,0.491,0.469,0.513,6540
admin1,South Dakota,2020-01-01,0.521,0.496,0.546,4340
admin1,South Dakota,2020-02-01,0.54,0.515,0.565,4340
admin1,South Dakota,2020-03-01,0.551,0.526,0.576,4340
admin1,South Dakota,2020-04-01,0.556,0.531,0.581,4340
admin1,South Dakota,2020-05-01,0.561,0.534,0.588,4340
admin1,South Dakota,2020-07-01,0.001,0.001,0.001,4340
admin1,South Dakota,2020-08-01,0.01,0.006,0.014,4340
admin1,South Dakota,2020-09-01,0.089,0.075,0.103,4340
admin1,South Dakota,2020-10-01,0.361,0.337,0.385,4340
admin1,South Dakota,2020-11-01,0.459,0.434,0.484,4340
admin1,South Dakota,2020-12-01,0.491,0.466,0.516,4340
admin1,South Dakota,2021-01-01,0.5,0.48,0.52,6031
admin1,South Dakota,2021-02-01,0.515,0.493,0.537,6031
admin1,South Dakota,2021-03-01,0.529,0.507,0.551,6031
admin1,South Dakota,2021-04-01,0.537,0.515,0.559,6031
admin1,South Dakota,2021-05-01,0.542,0.52,0.564,6031
admin1,South Dakota,2021-08-01,0.01,0.006,0.014,6031
admin1,South Dakota,2021-09-01,0.067,0.057,0.077,6031
admin1,South Dakota,2021-10-01,0.304,0.286,0.322,6031
admin1,South Dakota,2021-11-01,0.431,0.411,0.451,6031
admin1,South Dakota,2021-12-01,0.47,0.45,0.49,6031
admin1,South Dakota,2022-01-01,0.456,0.431,0.481,4073
admin1,South Dakota,2022-02-01,0.465,0.438,0.492,4073
admin1,South Dakota,2022-03-01,0.477,0.45,0.504,4073
admin1,South Dakota,2022-04-01,0.483,0.456,0.51,4073
admin1,South Dakota,2022-05-01,0.495,0.464,0.526,4073
admin1,South Dakota,2022-08-01,0.009,0.005,0.013,4073
admin1,South Dakota,2022-09-01,0.066,0.056,0.076,4073
admin1,South Dakota,2022-10-01,0.295,0.273,0.317,4073
